PeakID	Annotation
1-27383	promoter
1-106411	enhancer
1-144385	enhancer
1-80132	promoter
1-12874	enhancer
1-84330	enhancer
1-25583	promoter
1-19760	promoter
1-70696	promoter
1-100348	promoter
1-91123	enhancer
1-130450	promoter
1-120598	promoter
1-121057	enhancer
1-111193	promoter
1-3011	promoter
1-53706	promoter
1-7379	promoter
1-142175	promoter
1-33008	promoter
1-131750	promoter
1-132407	enhancer
1-72411	enhancer
1-133873	enhancer
1-120769	enhancer
1-36967	enhancer
1-68528	promoter
1-136833	promoter
1-63449	promoter
1-41699	promoter
1-125116	enhancer
1-105900	enhancer
1-6453	enhancer
1-96777	promoter
1-69103	promoter
1-91645	promoter
1-93762	promoter
1-134221	enhancer
1-137379	enhancer
1-117189	promoter
1-96754	enhancer
1-55745	enhancer
1-9663	promoter
1-32606	promoter
1-43020	promoter
1-30411	promoter
1-49384	promoter
1-148575	promoter
1-99739	promoter
1-146808	promoter
1-30016	promoter
1-61402	enhancer
1-113010	enhancer
1-51097	promoter
1-30206	promoter
1-12158	enhancer
1-56363	promoter
1-107868	enhancer
1-132261	enhancer
1-127010	promoter
1-47223	promoter
1-30710	enhancer
1-139365	enhancer
1-102813	enhancer
1-134500	enhancer
1-19423	promoter
1-149473	enhancer
1-78660	enhancer
1-100733	promoter
1-128842	promoter
1-15434	enhancer
1-79257	promoter
1-117237	enhancer
1-4821	promoter
1-18291	promoter
1-30015	promoter
1-42873	promoter
1-86984	enhancer
1-22874	enhancer
1-93128	promoter
1-36622	enhancer
1-28863	enhancer
1-41567	enhancer
1-111983	enhancer
1-120524	enhancer
1-143070	enhancer
1-25255	promoter
1-27999	enhancer
1-125795	enhancer
1-23382	promoter
1-114682	enhancer
1-125991	enhancer
1-45145	promoter
1-114904	enhancer
1-73299	promoter
1-38014	enhancer
1-50674	enhancer
1-44776	enhancer
1-85426	promoter
1-53589	promoter
1-103521	enhancer
1-135050	promoter
1-108112	promoter
1-119826	promoter
1-31502	promoter
1-7947	promoter
1-123534	promoter
1-130786	promoter
1-149627	enhancer
1-5026	enhancer
1-104221	promoter
1-22383	promoter
1-101506	promoter
1-39252	promoter
1-30262	promoter
1-93602	promoter
1-9212	promoter
1-136961	enhancer
1-104539	promoter
1-114109	promoter
1-86430	enhancer
1-90705	enhancer
1-102608	enhancer
1-66523	promoter
1-95415	promoter
1-7666	promoter
1-88644	promoter
1-145189	enhancer
1-103970	promoter
1-55981	enhancer
1-46511	promoter
1-32549	promoter
1-42117	promoter
1-110768	promoter
1-117306	promoter
1-140522	enhancer
1-56326	promoter
1-60942	promoter
1-134346	promoter
1-107768	enhancer
1-117743	promoter
1-52510	enhancer
1-80938	promoter
1-150262	enhancer
1-138177	promoter
1-100391	promoter
1-2608	enhancer
1-48138	enhancer
1-102716	promoter
1-35369	promoter
1-2340	enhancer
1-46033	promoter
1-36469	enhancer
1-68969	promoter
1-137285	enhancer
1-76535	promoter
1-15119	promoter
1-114615	promoter
1-78505	enhancer
1-65531	promoter
1-95987	enhancer
1-146353	promoter
1-119698	promoter
1-25358	promoter
1-15274	promoter
1-125786	enhancer
1-69469	enhancer
1-24548	enhancer
1-93379	enhancer
1-119479	promoter
1-122410	enhancer
1-138770	promoter
1-19687	promoter
1-150072	enhancer
1-53224	promoter
1-45895	promoter
1-86723	enhancer
1-86095	enhancer
1-316	promoter
1-61780	enhancer
1-81025	enhancer
1-43040	enhancer
1-73137	promoter
1-8521	enhancer
1-143189	enhancer
1-2158	enhancer
1-3153	enhancer
1-136740	enhancer
1-39530	promoter
1-50517	enhancer
1-63741	promoter
1-115236	enhancer
1-133875	enhancer
1-112713	promoter
1-125190	promoter
1-29874	enhancer
1-136441	enhancer
1-112656	enhancer
1-92918	promoter
1-112658	enhancer
1-112124	enhancer
1-142725	promoter
1-2219	enhancer
1-23999	promoter
1-22415	enhancer
1-48757	enhancer
1-85216	enhancer
1-91525	enhancer
1-5109	promoter
1-17543	enhancer
1-100339	enhancer
1-70312	enhancer
1-110821	promoter
1-43938	promoter
1-40046	enhancer
1-1894	enhancer
1-57033	promoter
1-117373	enhancer
1-6317	enhancer
1-8540	enhancer
1-68214	promoter
1-39225	enhancer
1-50704	promoter
1-103112	promoter
1-68262	promoter
1-101722	promoter
1-52569	enhancer
1-25254	promoter
1-57135	promoter
1-94378	promoter
1-134331	enhancer
1-122212	promoter
1-80371	promoter
1-49378	promoter
1-131535	enhancer
1-28622	promoter
1-33054	promoter
1-50707	enhancer
1-44228	enhancer
1-94501	promoter
1-36069	promoter
1-49606	promoter
1-60696	promoter
1-107009	enhancer
1-49982	enhancer
1-6623	enhancer
1-8541	enhancer
1-150396	promoter
1-138017	enhancer
1-23841	enhancer
1-118639	enhancer
1-21277	promoter
1-142300	enhancer
1-51094	promoter
1-54678	promoter
1-109785	promoter
1-104103	promoter
1-21065	promoter
1-48410	promoter
1-128677	promoter
1-121688	enhancer
1-107366	promoter
1-95293	promoter
1-63078	enhancer
1-118978	promoter
1-31485	enhancer
1-60011	enhancer
1-37675	enhancer
1-13132	promoter
1-71144	enhancer
1-73001	enhancer
1-59666	promoter
1-47130	enhancer
1-61550	enhancer
1-67953	enhancer
1-26329	enhancer
1-5233	promoter
1-136705	promoter
1-58170	enhancer
1-67709	promoter
1-67993	promoter
1-71868	promoter
1-141467	enhancer
1-12591	enhancer
1-146276	promoter
1-31500	promoter
1-86771	promoter
1-6705	promoter
1-18303	enhancer
1-42381	promoter
1-56107	enhancer
1-8362	promoter
1-74968	enhancer
1-134491	promoter
1-6214	enhancer
1-76006	enhancer
1-131734	enhancer
1-24563	enhancer
1-65965	promoter
1-116009	enhancer
1-59494	promoter
1-149500	enhancer
1-98585	enhancer
1-48112	promoter
1-137059	promoter
1-60898	enhancer
1-65296	promoter
1-9058	enhancer
1-72754	promoter
1-140726	promoter
1-60597	promoter
1-70757	promoter
1-56554	enhancer
1-63334	enhancer
1-136898	promoter
1-28048	enhancer
1-36415	promoter
1-134035	enhancer
1-99664	promoter
1-92895	promoter
1-61540	enhancer
1-140523	enhancer
1-46792	promoter
1-117603	enhancer
1-22950	promoter
1-41394	promoter
1-66685	promoter
1-75008	enhancer
1-1651	enhancer
1-133419	enhancer
1-145301	enhancer
1-14021	enhancer
1-56929	promoter
1-78813	promoter
1-148082	promoter
1-118126	promoter
1-49859	promoter
1-4397	promoter
1-102176	enhancer
1-93653	promoter
1-69494	promoter
1-96338	promoter
1-93872	promoter
1-143518	enhancer
1-106706	promoter
1-134550	enhancer
1-8057	enhancer
1-120779	enhancer
1-88438	promoter
1-12983	promoter
1-54585	promoter
1-8520	enhancer
1-8890	promoter
1-76517	promoter
1-126727	promoter
1-81786	promoter
1-148646	promoter
1-24453	promoter
1-43591	enhancer
1-77637	promoter
1-61670	enhancer
1-135668	enhancer
1-134720	enhancer
1-134664	enhancer
1-15750	enhancer
1-145667	enhancer
1-58894	promoter
1-41895	promoter
1-69359	promoter
1-109322	promoter
1-114435	enhancer
1-14745	promoter
1-29495	promoter
1-51397	promoter
1-70550	promoter
1-43975	promoter
1-59760	promoter
1-102550	promoter
1-56813	promoter
1-118761	enhancer
1-82143	enhancer
1-67083	promoter
1-95120	enhancer
1-31118	enhancer
1-39277	promoter
1-32951	promoter
1-51263	promoter
1-131536	enhancer
1-31698	promoter
1-100592	enhancer
1-13317	promoter
1-1787	enhancer
1-125917	enhancer
1-98340	enhancer
1-142753	enhancer
1-139575	promoter
1-114569	promoter
1-66329	promoter
1-88582	enhancer
1-60035	enhancer
1-47518	enhancer
1-113171	promoter
1-50489	enhancer
1-76543	enhancer
1-117733	promoter
1-24549	enhancer
1-39092	promoter
1-37702	enhancer
1-57067	promoter
1-27793	enhancer
1-22690	enhancer
1-126478	enhancer
1-124884	enhancer
1-70502	enhancer
1-45154	promoter
1-127869	enhancer
1-41936	enhancer
1-51417	enhancer
1-3500	enhancer
1-60578	enhancer
1-33573	enhancer
1-1540	enhancer
1-11526	promoter
1-50622	promoter
1-148295	enhancer
1-23173	enhancer
1-76962	promoter
1-12155	promoter
1-96761	enhancer
1-45824	enhancer
1-33636	promoter
1-124954	promoter
1-50168	enhancer
1-71309	promoter
1-73335	promoter
1-9384	promoter
1-42821	enhancer
1-125494	promoter
1-68518	promoter
1-29611	enhancer
1-145458	promoter
1-13166	enhancer
1-113974	enhancer
1-49449	enhancer
1-64166	promoter
1-142493	enhancer
1-40766	promoter
1-50756	promoter
1-144746	enhancer
1-119216	promoter
1-78663	enhancer
1-56767	promoter
1-101955	enhancer
1-103442	enhancer
1-110609	enhancer
1-134250	enhancer
1-81600	promoter
1-37534	promoter
1-83468	promoter
1-29675	promoter
1-2259	enhancer
1-57015	promoter
1-95644	promoter
1-37316	enhancer
1-40970	enhancer
1-5183	promoter
1-98075	enhancer
1-67967	enhancer
1-108232	promoter
1-19083	enhancer
1-134344	promoter
1-26396	promoter
1-26397	promoter
1-117631	promoter
1-4843	enhancer
1-79206	enhancer
1-133951	enhancer
1-823	promoter
1-71774	enhancer
1-30872	enhancer
1-68850	promoter
1-129104	promoter
1-128173	enhancer
1-32853	promoter
1-6779	promoter
1-139410	promoter
1-66941	promoter
1-139543	promoter
1-115403	enhancer
1-82403	promoter
1-104257	enhancer
1-18438	enhancer
1-114926	enhancer
1-54887	enhancer
1-103084	enhancer
1-77047	enhancer
1-27675	enhancer
1-2169	enhancer
1-23594	promoter
1-71837	promoter
1-26243	enhancer
1-114523	promoter
1-131063	promoter
1-4780	enhancer
1-18309	enhancer
1-93207	promoter
1-16503	promoter
1-39814	enhancer
1-16576	promoter
1-121820	promoter
1-120426	enhancer
1-101240	promoter
1-120393	enhancer
1-85906	enhancer
1-29239	promoter
1-125653	enhancer
1-144284	promoter
1-129515	enhancer
1-106495	promoter
1-93455	promoter
1-3398	promoter
1-115007	enhancer
1-47279	promoter
1-117884	enhancer
1-921	promoter
1-49579	promoter
1-99347	promoter
1-88585	enhancer
1-28911	promoter
1-147213	enhancer
1-147336	enhancer
1-97136	enhancer
1-117362	promoter
1-57217	promoter
1-113613	promoter
1-35333	enhancer
1-127417	promoter
1-47645	promoter
1-54110	promoter
1-62677	promoter
1-140064	promoter
1-58325	promoter
1-50651	enhancer
1-101688	promoter
1-73074	promoter
1-86198	enhancer
1-133322	enhancer
1-13823	enhancer
1-61569	promoter
1-134874	enhancer
1-130364	promoter
1-120411	promoter
1-61533	promoter
1-61161	promoter
1-4733	promoter
1-145020	promoter
1-109403	enhancer
1-71511	promoter
1-105835	enhancer
1-19076	enhancer
1-137255	enhancer
1-22047	promoter
1-9448	promoter
1-77733	enhancer
1-76164	enhancer
1-36720	promoter
1-137323	enhancer
1-110971	enhancer
1-52511	enhancer
1-51125	enhancer
1-47998	enhancer
1-16267	promoter
1-79004	promoter
1-139215	promoter
1-49198	promoter
1-38436	promoter
1-110552	enhancer
1-38172	enhancer
1-2834	promoter
1-142392	enhancer
1-85403	promoter
1-24452	promoter
1-145615	enhancer
1-112981	enhancer
1-78374	promoter
1-141980	enhancer
1-27068	enhancer
1-149739	enhancer
1-30518	enhancer
1-38719	enhancer
1-16327	enhancer
1-103603	enhancer
1-41847	enhancer
1-48936	promoter
1-51493	promoter
1-36236	enhancer
1-19481	promoter
1-83964	promoter
1-69989	enhancer
1-51238	promoter
1-99354	promoter
1-67219	enhancer
1-96068	promoter
1-120833	enhancer
1-47233	promoter
1-56049	promoter
1-117195	enhancer
1-108223	promoter
1-2547	promoter
1-130499	promoter
1-112961	enhancer
1-107163	promoter
1-129276	enhancer
1-89277	promoter
1-113357	enhancer
1-27799	enhancer
1-74137	enhancer
1-22579	enhancer
1-118045	enhancer
1-91237	promoter
1-89522	enhancer
1-10049	enhancer
1-68466	promoter
1-79403	promoter
1-105433	promoter
1-45362	promoter
1-114557	promoter
1-36178	enhancer
1-186	promoter
1-37644	promoter
1-141340	promoter
1-55702	enhancer
1-16525	promoter
1-65171	enhancer
1-56809	promoter
1-53456	promoter
1-139414	promoter
1-39364	promoter
1-107162	promoter
1-4773	promoter
1-33919	promoter
1-103125	enhancer
1-141805	promoter
1-20821	enhancer
1-50466	promoter
1-81783	enhancer
1-67966	enhancer
1-20182	enhancer
1-78159	enhancer
1-108071	enhancer
1-60649	promoter
1-136317	promoter
1-30481	promoter
1-94759	promoter
1-90638	promoter
1-5244	enhancer
1-7843	promoter
1-84038	enhancer
1-87073	promoter
1-36209	enhancer
1-32462	enhancer
1-71370	promoter
1-51393	promoter
1-28767	promoter
1-96441	promoter
1-116662	enhancer
1-125502	enhancer
1-137443	enhancer
1-41530	enhancer
1-116429	promoter
1-48216	promoter
1-136868	enhancer
1-128959	enhancer
1-5154	promoter
1-9312	promoter
1-82983	promoter
1-58338	promoter
1-113050	enhancer
1-83553	enhancer
1-136	promoter
1-7006	promoter
1-116276	promoter
1-56541	enhancer
1-91396	enhancer
1-87056	promoter
1-68826	promoter
1-79591	enhancer
1-42940	promoter
1-74559	enhancer
1-55279	enhancer
1-89722	enhancer
1-68347	promoter
1-10987	enhancer
1-104131	enhancer
1-69520	enhancer
1-139297	enhancer
1-103122	enhancer
1-113113	promoter
1-81417	promoter
1-140790	enhancer
1-55775	enhancer
1-35863	promoter
1-134774	enhancer
1-138515	enhancer
1-32362	promoter
1-31701	promoter
1-65734	enhancer
1-89068	enhancer
1-62862	enhancer
1-6374	enhancer
1-96556	promoter
1-18398	enhancer
1-61313	enhancer
1-10363	promoter
1-135375	enhancer
1-123272	enhancer
1-20793	promoter
1-17198	promoter
1-57246	promoter
1-51999	enhancer
1-107562	promoter
1-132169	enhancer
1-72278	enhancer
1-35285	enhancer
1-33087	enhancer
1-74784	promoter
1-64639	enhancer
1-140773	promoter
1-63858	enhancer
1-114185	enhancer
1-136886	enhancer
1-99921	promoter
1-125457	enhancer
1-40973	promoter
1-127233	promoter
1-118054	promoter
1-46887	enhancer
1-51547	promoter
1-147584	promoter
1-136655	promoter
1-33085	promoter
1-49498	enhancer
1-116336	promoter
1-60705	promoter
1-112554	enhancer
1-90607	enhancer
1-8666	promoter
1-120454	enhancer
1-40370	enhancer
1-67049	enhancer
1-509	promoter
1-33209	enhancer
1-121509	promoter
1-60709	enhancer
1-59412	enhancer
1-119222	promoter
1-55158	promoter
1-8925	enhancer
1-24518	promoter
1-97841	promoter
1-110456	enhancer
1-71187	promoter
1-34631	promoter
1-124401	promoter
1-147179	promoter
1-20187	enhancer
1-59250	enhancer
1-144629	promoter
1-94889	enhancer
1-90448	enhancer
1-27750	promoter
1-146449	promoter
1-54191	enhancer
1-87068	promoter
1-9364	promoter
1-27420	promoter
1-127764	enhancer
1-67129	promoter
1-143417	enhancer
1-17505	enhancer
1-16189	enhancer
1-45830	enhancer
1-28255	enhancer
1-85315	enhancer
1-110937	promoter
1-66848	enhancer
1-138911	enhancer
1-5081	promoter
1-17549	promoter
1-28676	enhancer
1-82107	enhancer
1-59238	promoter
1-70756	promoter
1-106875	enhancer
1-65398	enhancer
1-90474	promoter
1-20857	promoter
1-72279	enhancer
1-135025	enhancer
1-3091	promoter
1-79995	promoter
1-126223	enhancer
1-72767	promoter
1-66955	enhancer
1-41681	promoter
1-44741	promoter
1-40583	promoter
1-13073	enhancer
1-44512	enhancer
1-6821	promoter
1-150164	enhancer
1-40719	promoter
1-107766	promoter
1-34516	enhancer
1-150074	enhancer
1-95533	promoter
1-124803	enhancer
1-82753	enhancer
1-112240	promoter
1-86106	enhancer
1-112833	promoter
1-59944	enhancer
1-67628	enhancer
1-58185	enhancer
1-131982	enhancer
1-31599	enhancer
1-130751	promoter
1-88873	promoter
1-149533	promoter
1-102774	enhancer
1-31797	enhancer
1-62190	promoter
1-13429	promoter
1-16649	promoter
1-31776	promoter
1-51422	promoter
1-124433	promoter
1-139429	enhancer
1-42330	promoter
1-73082	enhancer
1-121014	enhancer
1-53216	promoter
1-25449	promoter
1-25355	promoter
1-149758	promoter
1-43752	enhancer
1-2814	promoter
1-10533	enhancer
1-131600	enhancer
1-27748	promoter
1-143276	enhancer
1-26229	promoter
1-123025	promoter
1-83690	promoter
1-36103	promoter
1-120739	promoter
1-35681	promoter
1-143984	enhancer
1-98950	promoter
1-71757	promoter
1-59084	enhancer
1-132450	enhancer
1-1836	promoter
1-24867	promoter
1-108557	enhancer
1-118988	promoter
1-96817	enhancer
1-106385	enhancer
1-84717	promoter
1-55195	promoter
1-93909	promoter
1-15066	promoter
1-95182	promoter
1-112725	promoter
1-143745	promoter
1-333	promoter
1-123262	promoter
1-84609	promoter
1-119066	promoter
1-142127	promoter
1-126124	enhancer
1-72142	enhancer
1-45460	promoter
1-48944	promoter
1-109999	promoter
1-4346	promoter
1-67839	enhancer
1-132931	promoter
1-89798	enhancer
1-25656	enhancer
1-91317	enhancer
1-1738	enhancer
1-56104	promoter
1-40801	promoter
1-51466	enhancer
1-148645	promoter
1-115225	promoter
1-119	promoter
1-126717	promoter
1-27774	promoter
1-79595	enhancer
1-92953	enhancer
1-86717	promoter
1-529	promoter
1-13489	promoter
1-38306	promoter
1-129279	enhancer
1-3778	enhancer
1-137547	enhancer
1-76050	enhancer
1-62576	enhancer
1-32437	promoter
1-62945	enhancer
1-90140	enhancer
1-141270	promoter
1-14996	promoter
1-138378	enhancer
1-74624	enhancer
1-105420	enhancer
1-23390	promoter
1-122171	promoter
1-59283	promoter
1-47183	promoter
1-3414	enhancer
1-78206	promoter
1-83392	enhancer
1-36747	promoter
1-17389	enhancer
1-26360	promoter
1-16429	enhancer
1-88552	promoter
1-88901	promoter
1-66124	promoter
1-53121	promoter
1-33210	promoter
1-57785	enhancer
1-78742	promoter
1-54607	enhancer
1-140423	promoter
1-74068	promoter
1-87273	promoter
1-24127	promoter
1-34000	promoter
1-110012	promoter
1-91319	enhancer
1-49430	promoter
1-955	promoter
1-89251	promoter
1-129902	promoter
1-55066	enhancer
1-132142	enhancer
1-25913	promoter
1-110024	promoter
1-34986	enhancer
1-29957	enhancer
1-73193	promoter
1-147819	promoter
1-63748	promoter
1-97548	promoter
1-112231	promoter
1-130661	promoter
1-93940	promoter
1-38185	enhancer
1-46517	promoter
1-149854	promoter
1-119895	promoter
1-68132	enhancer
1-147738	promoter
1-69781	enhancer
1-46947	promoter
1-108070	enhancer
1-149720	enhancer
1-131543	promoter
1-9035	enhancer
1-20678	promoter
1-45160	promoter
1-2570	enhancer
1-47585	enhancer
1-70781	promoter
1-67773	promoter
1-97637	enhancer
1-26169	promoter
1-43920	enhancer
1-74657	enhancer
1-91467	promoter
1-109571	enhancer
1-29703	enhancer
1-86811	enhancer
1-41860	promoter
1-59246	enhancer
1-100315	promoter
1-43196	promoter
1-1448	promoter
1-87167	enhancer
1-84779	promoter
1-24677	promoter
1-46152	promoter
1-68596	promoter
1-137490	promoter
1-58973	promoter
1-72793	enhancer
1-25422	enhancer
1-80054	enhancer
1-135038	enhancer
1-53149	promoter
1-81415	promoter
1-12901	promoter
1-42250	enhancer
1-3711	promoter
1-116366	enhancer
1-7287	promoter
1-45623	promoter
1-122545	enhancer
1-12320	promoter
1-112099	promoter
1-90431	promoter
1-34286	enhancer
1-66947	promoter
1-42773	enhancer
1-14442	promoter
1-95534	promoter
1-134412	promoter
1-49779	promoter
1-1155	promoter
1-112621	enhancer
1-49178	enhancer
1-138851	enhancer
1-96697	enhancer
1-13758	promoter
1-33511	promoter
1-58131	enhancer
1-143000	promoter
1-81730	promoter
1-7719	promoter
1-86468	enhancer
1-35850	enhancer
1-49101	enhancer
1-79239	promoter
1-244	enhancer
1-38169	enhancer
1-10293	enhancer
1-32575	promoter
1-60319	promoter
1-80906	enhancer
1-10528	enhancer
1-26278	enhancer
1-40405	promoter
1-49317	enhancer
1-94162	enhancer
1-55390	promoter
1-22115	enhancer
1-75698	promoter
1-91939	enhancer
1-131946	enhancer
1-43534	promoter
1-88395	promoter
1-22920	promoter
1-28663	promoter
1-64423	enhancer
1-142161	promoter
1-20325	promoter
1-52469	promoter
1-14441	promoter
1-42533	enhancer
1-35032	enhancer
1-9377	promoter
1-13681	enhancer
1-105916	enhancer
1-82672	promoter
1-146458	promoter
1-9795	promoter
1-137464	enhancer
1-36421	enhancer
1-125934	enhancer
1-145095	promoter
1-139648	promoter
1-11202	enhancer
1-125513	enhancer
1-51230	enhancer
1-51033	promoter
1-128027	enhancer
1-100983	enhancer
1-125967	promoter
1-73928	promoter
1-119690	promoter
1-132651	promoter
1-100676	enhancer
1-115400	enhancer
1-99778	promoter
1-115833	promoter
1-140316	promoter
1-139110	enhancer
1-138210	promoter
1-1353	promoter
1-125512	enhancer
1-70802	enhancer
1-84359	promoter
1-127790	enhancer
1-45681	enhancer
1-144699	enhancer
1-139802	enhancer
1-55461	enhancer
1-34369	promoter
1-49444	enhancer
1-88261	promoter
1-14205	enhancer
1-109991	promoter
1-37747	promoter
1-107375	promoter
1-80060	enhancer
1-144320	promoter
1-101350	enhancer
1-53010	enhancer
1-148937	promoter
1-72771	enhancer
1-120863	promoter
1-50551	enhancer
1-107777	promoter
1-33360	enhancer
1-29338	promoter
1-140223	enhancer
1-25012	promoter
1-113108	enhancer
1-116616	promoter
1-119758	promoter
1-60826	promoter
1-103241	enhancer
1-43353	promoter
1-80229	promoter
1-119360	promoter
1-128190	promoter
1-51082	promoter
1-143673	enhancer
1-144246	promoter
1-72689	enhancer
1-25437	promoter
1-1319	enhancer
1-144711	enhancer
1-132488	promoter
1-14582	promoter
1-29960	promoter
1-136242	promoter
1-88047	enhancer
1-58733	enhancer
1-67958	enhancer
1-67976	enhancer
1-52357	promoter
1-77269	enhancer
1-37762	promoter
1-7794	promoter
1-148692	promoter
1-131556	promoter
1-23388	promoter
1-137388	enhancer
1-31760	promoter
1-126482	promoter
1-87593	promoter
1-22080	promoter
1-33836	promoter
1-96949	promoter
1-36441	promoter
1-2460	promoter
1-63714	promoter
1-110412	promoter
1-59558	promoter
1-67907	enhancer
1-96578	promoter
1-114784	promoter
1-90836	enhancer
1-149141	promoter
1-723	enhancer
1-89532	enhancer
1-146152	promoter
1-80065	enhancer
1-142858	promoter
1-147158	enhancer
1-75286	promoter
1-69149	promoter
1-132123	promoter
1-44699	promoter
1-51053	enhancer
1-46312	promoter
1-51503	promoter
1-66852	promoter
1-77082	promoter
1-6578	enhancer
1-73228	promoter
1-28997	promoter
1-112710	promoter
1-76244	promoter
1-109291	promoter
1-92064	promoter
1-90837	promoter
1-130658	promoter
1-69081	promoter
1-62487	promoter
1-42662	enhancer
1-26548	promoter
1-30295	enhancer
1-117252	promoter
1-76093	enhancer
1-78365	promoter
1-19395	promoter
1-110305	promoter
1-42398	enhancer
1-54963	promoter
1-145701	enhancer
1-106354	promoter
1-31796	enhancer
1-109557	enhancer
1-99404	enhancer
1-92612	promoter
1-59344	promoter
1-101622	promoter
1-148444	promoter
1-139726	enhancer
1-76248	promoter
1-107128	enhancer
1-13745	enhancer
1-135707	promoter
1-8767	enhancer
1-87655	enhancer
1-121187	enhancer
1-76252	enhancer
1-39160	promoter
1-87333	promoter
1-4373	promoter
1-141086	promoter
1-140472	enhancer
1-29256	promoter
1-111524	enhancer
1-73231	promoter
1-127366	promoter
1-35282	enhancer
1-98598	enhancer
1-136532	promoter
1-45465	enhancer
1-47315	promoter
1-37166	enhancer
1-36583	promoter
1-29282	promoter
1-100003	enhancer
1-22563	promoter
1-4599	promoter
1-105386	enhancer
1-149697	enhancer
1-55444	enhancer
1-111540	promoter
1-15208	promoter
1-119539	promoter
1-2550	promoter
1-93818	enhancer
1-39115	enhancer
1-40339	enhancer
1-37238	promoter
1-730	enhancer
1-78947	enhancer
1-47892	enhancer
1-124846	enhancer
1-91447	promoter
1-53212	enhancer
1-103324	promoter
1-135805	promoter
1-140983	promoter
1-12797	enhancer
1-115346	enhancer
1-22153	enhancer
1-40550	promoter
1-74307	enhancer
1-3831	promoter
1-111224	promoter
1-72576	enhancer
1-139986	promoter
1-29432	enhancer
1-77568	promoter
1-104399	enhancer
1-22562	promoter
1-107274	enhancer
1-134184	promoter
1-59681	enhancer
1-14668	enhancer
1-39187	promoter
1-98640	promoter
1-107411	promoter
1-131806	promoter
1-61369	enhancer
1-18884	enhancer
1-81947	enhancer
1-60448	promoter
1-92958	enhancer
1-109661	enhancer
1-78266	promoter
1-80124	promoter
1-75878	promoter
1-44994	enhancer
1-115185	enhancer
1-149819	promoter
1-116034	promoter
1-95219	enhancer
1-16873	promoter
1-147283	enhancer
1-61306	enhancer
1-71754	promoter
1-93233	promoter
1-143898	promoter
1-246	enhancer
1-105482	promoter
1-150055	promoter
1-9230	promoter
1-28098	promoter
1-3559	enhancer
1-110081	enhancer
1-70631	promoter
1-84666	enhancer
1-86783	promoter
1-90403	promoter
1-148891	promoter
1-101072	promoter
1-130223	promoter
1-7629	promoter
1-35628	promoter
1-89887	enhancer
1-143288	enhancer
1-119156	enhancer
1-53646	promoter
1-51141	promoter
1-88316	enhancer
1-23485	enhancer
1-19109	enhancer
1-6250	enhancer
1-64526	promoter
1-75930	enhancer
1-59555	enhancer
1-40433	enhancer
1-138429	enhancer
1-101112	enhancer
1-134207	promoter
1-141745	promoter
1-67853	enhancer
1-34541	enhancer
1-10616	promoter
1-7949	promoter
1-2973	enhancer
1-76273	promoter
1-109495	enhancer
1-70827	promoter
1-150383	promoter
1-145933	enhancer
1-137102	promoter
1-118112	enhancer
1-143664	promoter
1-47566	enhancer
1-27073	enhancer
1-55333	promoter
1-66876	enhancer
1-7132	enhancer
1-96639	enhancer
1-122028	enhancer
1-103146	enhancer
1-44729	promoter
1-442	promoter
1-25822	promoter
1-94262	enhancer
1-34431	enhancer
1-121719	promoter
1-138541	enhancer
1-82535	promoter
1-46338	enhancer
1-87951	promoter
1-116804	enhancer
1-2181	promoter
1-30641	promoter
1-62795	promoter
1-139519	enhancer
1-95451	promoter
1-85106	promoter
1-1580	promoter
1-36952	enhancer
1-123443	enhancer
1-76697	promoter
1-140433	promoter
1-53058	promoter
1-62094	promoter
1-51969	promoter
1-64853	enhancer
1-75831	enhancer
1-97177	enhancer
1-150081	promoter
1-5746	promoter
1-124002	promoter
1-20021	promoter
1-35853	enhancer
1-52102	enhancer
1-42170	enhancer
1-7563	enhancer
1-63009	enhancer
1-142571	enhancer
1-26018	enhancer
1-119190	enhancer
1-131650	enhancer
1-1356	enhancer
1-78579	enhancer
1-149698	enhancer
1-72073	promoter
1-70020	promoter
1-128841	promoter
1-75044	enhancer
1-37400	enhancer
1-114678	enhancer
1-59589	promoter
1-81849	promoter
1-124730	promoter
1-91548	promoter
1-108801	promoter
1-16876	promoter
1-101951	promoter
1-38591	promoter
1-94911	enhancer
1-63793	promoter
1-11730	promoter
1-74629	enhancer
1-114925	enhancer
1-42437	promoter
1-141465	enhancer
1-10118	enhancer
1-135654	enhancer
1-24806	promoter
1-73872	promoter
1-68409	promoter
1-52701	promoter
1-54976	promoter
1-48969	enhancer
1-2449	enhancer
1-68482	enhancer
1-55102	enhancer
1-109962	enhancer
1-35275	enhancer
1-92402	promoter
1-22908	enhancer
1-8511	promoter
1-133546	enhancer
1-89473	promoter
1-79396	promoter
1-119951	promoter
1-125165	enhancer
1-39558	promoter
1-138299	promoter
1-31991	promoter
1-110036	promoter
1-130144	enhancer
1-114370	enhancer
1-89478	promoter
1-108952	enhancer
1-44547	promoter
1-102512	promoter
1-119835	promoter
1-133259	promoter
1-16985	enhancer
1-23480	promoter
1-21850	promoter
1-109590	promoter
1-16295	promoter
1-145918	enhancer
1-109721	enhancer
1-231	enhancer
1-141009	enhancer
1-131842	enhancer
1-33691	enhancer
1-121711	enhancer
1-101742	promoter
1-110887	promoter
1-59390	promoter
1-90749	promoter
1-24663	enhancer
1-134472	promoter
1-49864	promoter
1-105163	enhancer
1-29623	enhancer
1-64350	promoter
1-57642	enhancer
